h1,h2,h3,h4,p1,p2,p3,p4,pt,   cost
1.494001751,2.843499301,4.284049557,4.70165035,3.538503865,1.476700243,1.710124264,7.394671629,14.12,10005.98967
1.469053998,1.833772944,1.916428984,3.453845811,5.089984349,2.011428363,2.533232202,10.31535509,19.95,10005.99044
2.149965668,2.426364716,2.904035947,3.218439722,5.077288716,2.160400497,2.504748933,10.20756185,19.95,10005.99152
1.167376555,1.836032533,2.838377482,3.857256679,4.503170923,1.803102154,2.155416111,9.318310812,17.78,10005.99187
1.422884554,1.571338556,4.858579241,4.915160275,3.672500666,1.402965727,1.633134782,7.411398884,14.12000006,10005.99196
1.142976858,1.556322975,2.371107564,3.003755074,5.697542988,2.3166295,2.738373336,11.62745418,22.38,10005.99251
2.631967779,3.405808056,4.150034319,4.570914345,3.5818221,1.523622046,1.764583923,7.249971931,14.12,10005.99356
1.198937578,3.110172094,3.482800832,4.852178613,3.482244863,1.436797007,1.72392224,7.47703589,14.12,10005.99487
2.595395522,2.914111163,3.377811685,4.107683122,4.035254473,1.698023501,1.994073161,8.112648864,15.84,10005.99547
2.499505253,2.803700994,3.43623602,3.614559726,4.523317151,1.937813435,2.228829715,9.090039588,17.77999989,10006.00078
1.023209126,2.622608161,3.183025447,3.790438041,4.391320577,1.847927125,2.162093639,9.37865866,17.78,10006.0008
1.697065905,2.333520336,4.357516048,4.76921769,3.596955465,1.46946492,1.698953462,7.354626154,14.12,10006.00148
2.519440358,3.357312586,3.981590956,4.05375597,4.00972044,1.729472535,1.982349535,8.118456983,15.83999949,10006.00259
2.367324986,3.395561139,3.729676747,4.083714505,4.001647707,1.719511839,1.987631598,8.131208856,15.84,10006.00396
1.331501443,2.296801246,3.660663374,4.285593591,3.989936101,1.64068672,1.913861251,8.295515928,15.84,10006.00564
2.224329619,3.221507625,3.234529818,4.157834506,4.002813421,1.691617902,2.000781849,8.144786828,15.84,10006.00602
2.371553081,2.428265463,2.915512771,4.893265785,3.630492142,1.437841358,1.780834196,7.270832304,14.12,10006.00643
1.803196838,2.158918123,2.744218624,3.310065793,5.080454827,2.126428703,2.490831157,10.25228531,19.95,10006.00695
1.836151782,2.507267237,2.997515458,3.262102124,5.050766035,2.159157738,2.492767584,10.24730865,19.95,10006.0078
3.104634099,3.598870576,4.531344662,4.560034937,3.58847436,1.535174346,1.775276413,7.221049772,14.11997489,10006.00807
1.659729037,2.121233424,4.036456504,4.245037791,4.045084954,1.662957915,1.910703085,8.221253993,15.83999995,10006.01066
2.246965565,2.611895747,3.121506483,4.233488356,4.040170674,1.668474432,1.988832569,8.142522324,15.84,10006.0114
1.678677862,3.506281788,3.646980203,4.164631758,3.953674511,1.697136286,1.971335749,8.217853455,15.84,10006.0122
2.634393847,2.758386236,4.122098793,4.696892362,3.616366915,1.505620619,1.748215485,7.249796981,14.12,10006.01288
1.51001732,2.729034505,4.055949326,4.820022415,3.547653964,1.467336301,1.713887705,7.39112203,14.12,10006.01303
2.707429317,2.711535353,2.986327852,3.690391565,4.537058875,1.91670234,2.251561757,9.074677028,17.78,10006.01317
2.732686144,3.052801976,3.353662794,4.153096803,4.03229889,1.703274758,2.001456199,8.102970152,15.84,10006.01326
1.186923347,1.707645167,3.187456132,3.901261266,4.527172278,1.813920359,2.127650167,9.311257195,17.78,10006.01374
2.14233011,2.486985235,3.449678356,4.845595003,3.614351262,1.461187952,1.75107005,7.293390736,14.12,10006.01441
1.061859996,2.306434941,3.673539289,3.808557248,4.426349071,1.860254672,2.132524301,9.36087187,17.77999991,10006.01525
1.400862624,3.43504877,3.989923086,4.797954872,3.497096876,1.477674395,1.728305794,7.416922935,14.12,10006.01611
2.225606345,2.548302079,3.340945937,4.864289014,3.613880138,1.461072778,1.760389205,7.284657879,14.12,10006.01918
2.415607604,3.869762974,4.000717684,4.665288372,3.555713279,1.523672157,1.77362731,7.266987267,14.12000001,10006.01941
2.148152655,2.95408481,4.568472556,4.708212269,3.582878099,1.512734508,1.731629261,7.292758133,14.12,10006.02189
1.711656013,2.482838124,3.973239278,4.871803778,3.585325056,1.465438183,1.717121993,7.352114769,14.12,10006.02491
1.701397788,2.280436221,3.186898454,3.314842648,5.059818523,2.153747376,2.467558042,10.26887604,19.94999998,10006.02492
1.385903419,3.005694157,3.525620867,4.927354206,3.515963174,1.44981167,1.733449656,7.420775501,14.12,10006.02569
1.510896466,3.23723249,3.663155218,3.712153264,4.434240139,1.922927367,2.201901871,9.220929388,17.77999876,10006.02676
1.095032605,2.075148023,2.920302414,4.543548256,3.972642963,1.57415967,1.916589959,8.376607409,15.84,10006.0272
1.008588091,2.338119873,2.492790278,4.62655444,3.925975775,1.548562408,1.949719299,8.415742518,15.84,10006.02937
1.243952847,2.77729106,3.618029156,3.792696951,4.424061166,1.893794901,2.170199414,9.291944498,17.77999998,10006.03256
1.436694061,2.66277662,3.307708939,3.800721528,4.458763362,1.890445608,2.192769823,9.238021206,17.78,10006.03299
2.478795444,2.831277659,3.128436354,4.900278809,3.605743278,1.466448671,1.786097175,7.261710876,14.12,10006.03316
3.559644778,3.924588997,3.983645203,4.665182172,3.587170223,1.540669968,1.79169635,7.200463454,14.12,10006.03342
1.771448521,2.214480096,4.246814307,4.910870173,3.614659188,1.463807653,1.699278274,7.342254886,14.12,10006.03361
2.002871992,2.238884261,4.215972195,4.884406369,3.628504766,1.472330251,1.709523467,7.309641516,14.12,10006.03412
1.247336185,3.069481437,4.860674936,4.869175841,3.492476543,0.99370142,2.172979464,7.460867662,14.12002509,10006.03703
1.076463403,2.638003922,3.30502087,3.384979244,4.944797565,2.131469466,2.434248884,10.43948399,19.9499999,10006.03832
1.135205892,1.612678593,3.51802948,4.592472361,4.049818813,1.572741209,1.856991243,8.360448736,15.84,10006.03962
3.743200353,3.967431519,4.590716964,4.638179762,3.58923783,1.556874027,1.780310823,7.1935762,14.11999888,10006.0416
2.159143405,2.296539454,3.4283962,3.790264578,4.546932226,1.90990644,2.201588023,9.121573322,17.78000001,10006.04248
2.619612503,2.658157591,3.396850383,4.905004863,3.622666248,1.476037735,1.770428093,7.250867924,14.12,10006.04264
2.20497942,2.92678438,3.535961491,4.888704269,3.58745621,1.481487897,1.764296407,7.286759486,14.12,10006.04309
1.52172003,3.67331384,4.735890304,4.802389033,3.50189479,1.507758722,1.721764311,7.388575607,14.11999343,10006.04402
1.002125255,4.421522504,4.742689479,4.907481118,3.393616246,1.478231611,1.689212731,7.558939841,14.12000043,10006.04522
2.366045595,2.488334642,3.712215857,3.751191377,4.540335277,1.933702274,2.204634804,9.10132314,17.7799955,10006.04557
1.16708852,2.919867047,4.386998736,4.979656095,3.487032417,1.458302394,1.68624867,7.488416518,14.12,10006.04646
2.257595188,2.815343512,3.579649233,3.745989689,4.511861325,1.938653265,2.218010811,9.111474612,17.78000001,10006.04652
1.684166404,2.996963857,3.714726811,4.931970086,3.548394123,1.472762149,1.74196095,7.356882778,14.12,10006.04677
1.676838881,2.791622891,3.854742444,4.308925229,3.990017242,1.686190972,1.945611677,8.218180109,15.84,10006.04713
1.616952833,3.361312331,4.231550206,4.865277413,3.524139618,1.495158373,1.731478393,7.369223615,14.12,10006.04865
2.182077526,2.374997629,2.540146942,3.907273904,4.540956811,1.863112873,2.256790886,9.11913943,17.78,10006.04958
1.448065718,1.998016697,2.545892339,3.492593004,5.065104061,2.085909078,2.478698665,10.3202882,19.95,10006.05054
3.063429081,3.550360345,3.5924869,3.696177948,4.54057582,1.953494559,2.232708605,9.05321649,17.77999547,10006.05119
1.178831689,1.369543631,2.706875099,4.838765905,4.113010739,1.50670541,1.87613509,8.344148761,15.84,10006.05148
1.262324289,1.704476648,1.708037837,3.228047593,5.690297809,2.259070168,2.844537292,11.58609473,22.38,10006.05179
1.664282931,2.266778743,4.200385549,4.995074552,3.600362485,1.460567222,1.698640606,7.360429687,14.12,10006.05235
1.475189544,3.013486021,4.449431146,4.913142103,3.52645105,1.484930811,1.709678643,7.398939496,14.12,10006.05236
1.431226359,1.491188755,2.940761538,3.076296537,5.755627588,2.372486306,2.712535347,11.53935075,22.37999999,10006.05285
3.029773125,3.148470929,3.815074195,4.831723431,3.606292818,1.513280112,1.775398212,7.225028858,14.12,10006.05515
1.797756203,1.878473969,1.990262076,2.383704729,7.17211226,3.068658426,3.571104839,14.36812448,28.18,10006.05568
1.839876665,1.871279752,2.266315241,4.065633803,4.576318147,1.800339812,2.241584694,9.161757346,17.78,10006.0565
1.453883768,2.035495331,2.88084428,3.033082769,5.668687256,2.415140132,2.762266168,11.53390645,22.38,10006.05751
1.881627233,2.074359661,2.848581989,3.956728325,4.553174516,1.86002309,2.211074948,9.155727447,17.78,10006.06343
1.653324267,2.197420066,3.260265565,3.422575557,5.063829259,2.150973074,2.457776644,10.27742101,19.94999999,10006.06385
1.076078026,1.632570619,4.255829774,4.621349929,4.033940307,1.593218771,1.828190598,8.384650321,15.84,10006.06399
1.535947053,2.853215201,4.312320112,4.974862909,3.542474873,1.48004967,1.711943402,7.385532055,14.12,10006.06403
1.469167903,4.041092352,4.080772505,4.925040649,3.483564621,1.495527503,1.74057917,7.400328697,14.11999999,10006.06446
1.389970346,1.451554389,1.51501601,2.894816219,6.442098377,2.546561343,3.206620375,12.9147199,25.11,10006.06554
1.673117965,3.149076171,3.920224586,4.972085281,3.539355103,1.483357113,1.73844454,7.358843244,14.12,10006.06615
2.489931723,3.181949861,4.729947377,4.8193231,3.586732388,1.530505302,1.741953257,7.260808728,14.11999967,10006.06627
2.192453571,2.512155878,3.155969047,3.872319536,4.530004735,1.907540188,2.224400076,9.118055,17.78,10006.06809
1.579708105,2.695793812,3.636548894,3.863994068,4.472217215,1.913140968,2.188127644,9.20651417,17.78,10006.06908
1.255561958,2.291463339,2.808272156,4.650476066,3.979087149,1.593296975,1.949387818,8.318228058,15.84,10006.07204
1.250042494,1.73768322,2.986309114,3.560459138,5.075246241,2.08245292,2.417314437,10.3749864,19.95,10006.07288
1.891004292,2.302643952,2.609295796,4.602923612,4.044936808,1.613704131,1.996949297,8.184409765,15.84,10006.07515
1.079628547,1.132107705,1.585907115,4.036778512,5.197592967,1.841865416,2.472419369,10.43812225,19.95,10006.07642
1.936192061,2.240987226,3.295984107,3.924988011,4.538996531,1.894682552,2.198082073,9.148238844,17.78,10006.07666
2.350711083,4.202308654,4.368643364,4.836425655,3.54263156,1.537881364,1.766785476,7.272701598,14.12,10006.07688
3.304595339,3.416031328,3.837579997,4.88560444,3.600716453,1.523699102,1.784279989,7.211304456,14.12,10006.07796
1.527420273,2.475709224,4.029505227,4.456589005,3.998287679,1.67309678,1.921266212,8.247349328,15.84,10006.08003
1.97537691,1.990082138,2.008905809,2.761129489,6.402187785,2.700956272,3.198739691,12.80811625,25.11,10006.08026
2.365385189,3.217663423,3.724792762,3.810711137,4.494702799,1.957164871,2.226750211,9.10138218,17.78000006,10006.08071
1.06817751,2.151206027,2.396999508,3.63694001,4.985884264,2.051920252,2.46910849,10.44308699,19.95,10006.08112
1.892192659,3.387574733,3.942189935,4.984779301,3.545476367,1.498306907,1.75197302,7.324243706,14.12,10006.08215
1.700182813,2.906898581,4.259995997,4.385853684,3.984960116,1.702982225,1.937964589,8.214082053,15.83998898,10006.08229
2.175007447,2.283833925,3.933997794,4.435664131,4.06398797,1.685966706,1.940161054,8.14988427,15.84,10006.08379
2.116283318,4.630222151,4.810852686,4.831059949,3.519914116,1.521904542,1.781908303,7.296263456,14.11999042,10006.0838
1.711007951,1.879214493,3.263424187,4.015509449,4.564955911,1.863196036,2.169622643,9.18222541,17.78,10006.08435
1.432272191,3.726840143,3.901602413,4.408035551,3.919614166,1.697492577,1.953797597,8.269095656,15.84,10006.08451
1.304306741,1.932182611,2.220705423,4.903790325,4.027102008,1.529622611,1.979929972,8.303345408,15.84,10006.08762
1.595089831,3.595684217,4.939975718,4.95694294,3.512553755,1.495170408,1.738715597,7.373466778,14.11990654,10006.08985
1.595129118,2.000743225,2.026774262,2.446095224,7.138180016,3.072485439,3.565880297,14.40345425,28.18,10006.09011
1.710038812,2.079660198,2.728036267,3.56446561,5.081728381,2.117158277,2.483722318,10.26739102,19.95,10006.09534
1.826983255,2.147993471,3.699474682,3.968622212,4.540937785,1.90253906,2.172847959,9.163675197,17.78,10006.096
1.234394066,1.361634644,2.902399233,4.959266061,4.124677181,1.522861623,1.867404162,8.325057035,15.84,10006.09631
2.420664659,3.795349289,4.21805851,4.332297134,3.988470641,1.743932814,1.981041368,8.126554874,15.8399997,10006.09682
1.118807512,2.358796115,2.55803286,4.827043998,3.948520338,1.566824935,1.957750327,8.3669044,15.84,10006.09814
2.164876037,2.357503646,3.197035251,3.977007447,4.541608696,1.902320701,2.215110496,9.120960106,17.78,10006.09854
1.388914555,2.746616792,3.484773602,4.582906871,3.962045467,1.655499249,1.942461937,8.279993347,15.84,10006.10215
2.027069916,2.163544864,2.559991295,2.74665028,6.385271583,2.76622004,3.156846928,12.80166145,25.11,10006.10397
1.211629399,2.188476143,2.205066589,4.275841818,4.467135758,1.77834788,2.231848924,9.302667438,17.78,10006.105
3.159639425,3.1858454,3.205445592,3.904443515,4.522821267,1.94848186,2.260450969,9.048245905,17.78,10006.10563
1.00829728,2.44376727,3.544762768,4.728027218,3.916659385,1.612674395,1.894780721,8.415885499,15.84,10006.10849
1.069368645,1.581848361,4.472533528,4.7931385,4.042303118,1.593271945,1.816859324,8.387565607,15.84,10006.11049
2.40471213,2.977728226,3.015037589,3.060715065,5.6606677,2.494727276,2.826676524,11.39792567,22.37999717,10006.11081
1.762195723,2.606741815,4.088878874,4.527902891,4.009941863,1.69087769,1.935443519,8.203736928,15.84,10006.11372
1.081498596,1.982115051,2.978768475,3.213836114,5.616095087,2.38793711,2.723646349,11.65232145,22.38,10006.11677
1.566079229,3.099994483,3.49253781,4.008640882,4.44665629,1.918875145,2.205199916,9.209268649,17.78,10006.1197
1.51805007,3.900572745,4.054739016,4.501656378,3.923503634,1.710250696,1.956875799,8.249369929,15.84000006,10006.12084
2.631179931,2.790907343,2.814314654,3.534031553,5.071638806,2.179003043,2.534329338,10.16502881,19.95,10006.12113
4.460064799,4.768741853,4.774366576,4.875820294,3.578883741,1.579290208,1.789719934,7.172106037,14.11999992,10006.1215
1.841400676,2.888887377,3.665516285,4.564057815,3.997310799,1.689171953,1.961984818,8.19153243,15.84,10006.12259
1.017491693,2.018925777,2.141797925,3.329476947,5.596954203,2.317371919,2.784269374,11.6814045,22.38,10006.12361
1.170446041,1.300876194,3.658405585,3.750130085,5.158281158,2.057677175,2.331853561,10.40218785,19.94999975,10006.12402
2.241598961,2.821315124,3.844829678,4.525677524,4.025694785,1.7055803,1.965669851,8.143055064,15.84,10006.12415
2.091783866,2.603950199,4.087267214,4.548650543,4.032500752,1.701903256,1.946565558,8.159030432,15.84,10006.12786
1.103814634,1.510876135,4.598134202,4.864181864,4.064446703,1.592546361,1.810032258,8.372974607,15.83999993,10006.1287
1.891969149,1.926610226,3.657447748,4.702086185,4.087385712,1.64746233,1.920877036,8.184274922,15.84,10006.12871
2.405073449,2.559812423,3.081937557,3.116872491,5.686381947,2.48005061,2.815674325,11.39789463,22.38000151,10006.12885
1.528584174,2.504853611,3.031485497,4.131150769,4.481062425,1.875983109,2.205854389,9.217100076,17.78,10006.12928
3.091276132,3.526089364,3.796733292,4.46624001,4.020927454,1.73697132,2.000355722,8.081745501,15.84,10006.13056
1.787727293,3.257702725,3.588993116,4.583585477,3.973640032,1.694022786,1.972652466,8.199684716,15.84,10006.1317
1.045932049,2.777194839,3.389925326,3.635027197,4.928516748,2.13672401,2.431716714,10.45304253,19.95,10006.13209
1.203932194,2.880532499,2.915854535,4.802889981,3.925926127,1.617907728,1.960860364,8.335305781,15.84,10006.13268
2.937245289,4.053674262,4.407504721,4.412822637,3.998271538,1.68932931,2.06217161,8.090227535,15.83999999,10006.13369
1.326348264,2.019985894,3.837822245,4.151508263,4.504039086,1.874210387,2.134775628,9.266974897,17.78,10006.13435
1.291286574,1.455254044,2.415964283,3.858156507,5.137477264,2.018199308,2.432112712,10.36221072,19.95,10006.13529
2.616134517,3.851621568,3.912582603,4.477892987,3.994255204,1.739518691,1.995104426,8.111121673,15.83999999,10006.13576
1.091619475,2.628806998,3.093780212,4.843095581,3.921182812,1.608776477,1.932005644,8.378035067,15.84,10006.1361
1.410313921,2.185453963,2.975993658,3.212618878,5.646519956,2.426463229,2.762485818,11.544531,22.38,10006.13673
1.195617451,4.255017935,4.465893008,4.576015242,3.86878424,1.704070507,1.928950086,8.338193977,15.83999881,10006.13765
1.935213923,3.256215337,4.237047622,4.534985911,3.98436782,1.72062335,1.956639461,8.178369369,15.84,10006.138
1.119748913,1.756202901,4.16968618,4.86189428,4.021440806,1.606102158,1.84592836,8.366528676,15.84,10006.13893
2.679753693,3.06879121,4.357682237,4.496022028,4.029649417,1.737118531,1.966647413,8.106584334,15.8399997,10006.13918
1.489811114,3.04297613,3.611745012,4.665318232,3.956506317,1.675503097,1.952377571,8.255613015,15.84,10006.14025
1.236157525,1.279919009,2.303235645,2.980760161,6.465910121,2.625219435,3.05939125,12.95947919,25.11,10006.14162
1.025939875,1.546411591,3.716435674,4.341655959,4.524650188,1.804458399,2.073533418,9.377357995,17.78,10006.14312
2.547598582,2.926531707,3.561763523,4.03563883,4.517719075,1.94762893,2.228388736,9.086263259,17.78,10006.14729
1.052099303,1.919869016,2.224646776,4.503316799,4.467814278,1.748717924,2.198227487,9.365240311,17.78,10006.14975
1.691686818,3.021125638,3.436810855,4.100874,4.462719741,1.920374921,2.211342356,9.185562982,17.78,10006.14978
3.173668458,3.50368563,3.630479329,3.991550238,4.508935261,1.974036139,2.249482213,9.047546388,17.78,10006.15047
1.119459664,1.844124499,2.210333693,2.956569284,6.325309343,2.665313115,3.11773349,13.00164405,25.11,10006.15059
2.394618678,3.369585208,3.482381016,3.548931337,5.031611788,2.222735651,2.511850535,10.18380152,19.9499995,10006.15251
1.09985757,2.643426582,3.397797338,3.69237245,4.94934635,2.138370471,2.432678861,10.42960432,19.95,10006.1531
1.482145329,3.460749499,3.503481581,4.699454407,3.935802957,1.680708925,1.966139283,8.257348835,15.84,10006.15355
1.127642916,1.341435512,1.550642567,3.14135971,6.428533638,2.519084821,3.163978765,12.99840278,25.11,10006.15597
1.972343606,2.016155379,2.11449254,2.555731905,7.166243998,3.098661884,3.571588594,14.34350552,28.18,10006.15694
1.29913106,2.543466201,2.587374745,4.973870778,3.964145809,1.592244706,1.978736845,8.304872639,15.84,10006.15698
1.000704175,1.466516987,1.723560152,2.352255535,7.996119806,3.367018802,3.947213232,16.30964816,31.62,10006.15706
1.775662005,2.83873045,2.9036387,4.804444713,3.995342514,1.64933845,1.993733915,8.201585121,15.84,10006.15772
1.561742786,2.52327554,2.830737191,3.247186858,5.633078239,2.441750795,2.795015803,11.51015515,22.37999999,10006.15847
1.967522904,2.376996921,2.38761344,4.950105661,4.043286128,1.601879478,2.020707746,8.174126648,15.84,10006.15857
2.149965668,2.426364716,2.904035947,3.218439722,5.684788682,2.464150545,2.808498919,11.42256185,22.38,10006.15878
1.747982642,1.930166526,2.658798264,3.770296666,5.103522991,2.104661605,2.480771374,10.26104403,19.95,10006.1595
2.631967779,3.405808056,4.150034319,4.570914345,4.011822098,1.738621911,1.979584054,8.109971931,15.83999999,10006.16142
1.494001751,2.843499301,4.284049557,4.70165035,3.968503868,1.691700164,1.925124338,8.254671629,15.84,10006.1625
2.595395522,2.914111163,3.377811685,4.107683122,4.520254472,1.940523502,2.236573162,9.082648864,17.78,10006.16528
1.044654994,1.352231957,3.202697715,4.52817309,4.575445588,1.76184536,2.074082134,9.368626918,17.78,10006.16638
1.142976858,1.556322975,2.371107564,3.003755074,6.380042987,2.6578795,3.079623336,12.99245418,25.11,10006.1673
2.499505253,2.803700994,3.43623602,3.614559726,5.065816875,2.209061252,2.500082321,10.17503964,19.95000009,10006.16749
1.469053998,1.833772944,1.916428984,3.453845811,5.697484349,2.315178363,2.836982202,11.53035509,22.38,10006.16933
2.519440358,3.357312586,3.981590956,4.05375597,4.494710441,1.972818462,2.224014712,9.088457237,17.78000085,10006.16951
1.167376555,1.836032533,2.838377482,3.857256679,5.045670923,2.074352154,2.426666111,10.40331081,19.95,10006.17013
2.367324986,3.395561139,3.729676747,4.083714505,4.48664666,1.96201231,2.230132175,9.101208856,17.78,10006.1719
1.422884554,1.571338556,4.858579241,4.915160275,4.102525674,1.627271889,1.838791649,8.271398854,15.83998807,10006.17191
1.198937578,3.110172094,3.482800832,4.852178613,3.912244863,1.651797007,1.93892224,8.33703589,15.84,10006.1723
3.104634099,3.598870576,4.531344662,4.560034937,4.018414094,1.741238725,1.999310358,8.081062326,15.8400255,10006.17397
1.023209126,2.622608161,3.183025447,3.790438041,4.933820578,2.119177118,2.433343645,10.46365866,19.95,10006.17514
1.697065905,2.333520336,4.357516048,4.76921769,4.026955469,1.684464915,1.913953462,8.214626154,15.84,10006.1753
1.836151782,2.507267237,2.997515458,3.262102124,5.658266029,2.462907603,2.796517724,11.46230864,22.38,10006.17541
2.224329619,3.221507625,3.234529818,4.157834506,4.48781342,1.934117903,2.243281848,9.114786828,17.78,10006.1766
1.803196838,2.158918123,2.744218624,3.310065793,5.687954827,2.430178703,2.794581157,11.46728531,22.38,10006.17697
1.331501443,2.296801246,3.660663374,4.285593591,4.474936101,1.883186719,2.156361252,9.265515928,17.78,10006.18119
2.707429317,2.711535353,2.986327852,3.690391565,5.079558861,2.187952347,2.522811764,10.15967703,19.95,10006.1818
1.678677862,3.506281788,3.646980203,4.164631758,4.438674545,1.939636269,2.213835731,9.187853454,17.78,10006.18235
2.732686144,3.052801976,3.353662794,4.153096803,4.517298892,1.945774757,2.243956198,9.072970152,17.78,10006.18285
2.634393847,2.758386236,4.122098793,4.696892362,4.046366915,1.720620617,1.963215487,8.109796981,15.84,10006.18294
2.371553081,2.428265463,2.915512771,4.893265785,4.060492143,1.652841358,1.995834196,8.130832304,15.84,10006.18393
1.659729037,2.121233424,4.036456504,4.245037791,4.530086543,1.905437905,2.153221515,9.19125402,17.77999998,10006.18408
2.246965565,2.611895747,3.121506483,4.233488356,4.525170675,1.910974432,2.231332569,9.112522324,17.78,10006.18429
1.51001732,2.729034505,4.055949326,4.820022415,3.977653964,1.682336301,1.928887705,8.25112203,15.84,10006.18728
2.415607604,3.869762974,4.000717684,4.665288372,3.985713274,1.738672152,1.988627311,8.12698726,15.84,10006.18767
1.061859996,2.306434941,3.673539289,3.808557248,4.968848914,2.131465069,2.403814193,10.44587191,19.95000009,10006.18873
1.400862624,3.43504877,3.989923086,4.797954872,3.927096875,1.692674396,1.943305794,8.276922936,15.84,10006.18925
2.14233011,2.486985235,3.449678356,4.845595003,4.044351262,1.676187952,1.96607005,8.153390736,15.84,10006.18937
2.148152655,2.95408481,4.568472556,4.708212269,4.012879123,1.727693931,1.946668795,8.152758133,15.83999998,10006.19133
1.186923347,1.707645167,3.187456132,3.901261266,5.069672278,2.085170359,2.398900168,10.3962572,19.95,10006.19137
1.701397788,2.280436221,3.186898454,3.314842648,5.667318381,2.457469789,2.771335849,11.48387605,22.38000007,10006.19318
2.225606345,2.548302079,3.340945937,4.864289014,4.043880138,1.676072778,1.975389205,8.144657879,15.84,10006.19423
1.510896466,3.23723249,3.663155218,3.712153264,4.976670417,2.194038926,2.47333674,10.30593001,19.94997609,10006.19482
1.711656013,2.482838124,3.973239278,4.871803778,4.015325056,1.680438183,1.932121993,8.212114769,15.84,10006.19956
3.559644778,3.924588997,3.983645203,4.665182172,4.017170242,1.755669937,2.006696369,8.060463456,15.84,10006.20015
1.385903419,3.005694157,3.525620867,4.927354206,3.945963174,1.66481167,1.948449656,8.280775501,15.84,10006.20212
1.243952847,2.77729106,3.618029156,3.792696951,4.966560407,2.165048515,2.441446583,10.37694451,19.95000001,10006.20342
1.436694061,2.66277662,3.307708939,3.800721528,5.001263318,2.161695707,2.464019769,10.32302121,19.95,10006.20414
1.152546202,2.17401683,2.480480769,4.574330463,4.458077976,1.797476142,2.200623794,9.323822088,17.78,10006.20512
3.743200353,3.967431519,4.590716964,4.638179762,4.019388519,1.767910946,1.999116143,8.05357676,15.83999237,10006.20652
2.478795444,2.831277659,3.128436354,4.900278809,4.035743278,1.681448671,2.001097175,8.121710876,15.84,10006.20783
2.002871992,2.238884261,4.215972195,4.884406369,4.058504766,1.687330251,1.924523467,8.169641516,15.84,10006.20814
1.076463403,2.638003922,3.30502087,3.384979244,5.552307536,2.435193672,2.73801487,11.65448404,22.38000011,10006.20844
1.771448521,2.214480096,4.246814307,4.910870173,4.044659188,1.678807651,1.914278275,8.202254886,15.84,10006.20858
1.095032605,2.075148023,2.920302414,4.543548256,4.457642963,1.81665967,2.159089959,9.346607409,17.78,10006.21009
1.247336185,3.069481437,4.860674936,4.869175841,3.922540739,1.600325162,1.996280337,8.320855118,15.84000136,10006.2103
2.159143405,2.296539454,3.4283962,3.790264578,5.089432223,2.181156436,2.472838021,10.20657332,19.95,10006.21213
2.366045595,2.488334642,3.712215857,3.751191377,5.082779659,2.198113095,2.482783253,10.18632539,19.9500014,10006.21322
2.257595188,2.815343512,3.579649233,3.745989689,5.054361392,2.20989698,2.489266978,10.19647461,19.94999996,10006.21386
1.52172003,3.67331384,4.735890304,4.802389033,3.931868312,1.723343755,1.936215026,8.248578892,15.84000599,10006.21418
1.008588091,2.338119873,2.492790278,4.62655444,4.410975775,1.791062407,2.192219299,9.385742518,17.78,10006.21513
3.063429081,3.550360345,3.5924869,3.696177948,5.04718535,2.242947752,2.521654036,10.13821875,19.95000589,10006.21596
2.20497942,2.92678438,3.535961491,4.888704269,4.01745621,1.696487897,1.979296407,8.146759486,15.84,10006.21624
2.619612503,2.658157591,3.396850383,4.905004863,4.052666248,1.691037735,1.985428093,8.110867924,15.84,10006.21638
1.002125255,4.421522504,4.742689479,4.907481118,3.823620866,1.693241891,1.904197346,8.418939627,15.83999973,10006.21875
1.676838881,2.791622891,3.854742444,4.308925229,4.47501724,1.928690972,2.188111679,9.188180109,17.78,10006.21887
1.616952833,3.361312331,4.231550206,4.865277413,3.954139618,1.710158376,1.946478392,8.229223615,15.84,10006.22039
1.684166404,2.996963857,3.714726811,4.931970086,3.978394123,1.687762149,1.95696095,8.216882778,15.84,10006.22095
1.16708852,2.919867047,4.386998736,4.979656095,3.917032416,1.673302385,1.901248681,8.348416518,15.84,10006.22226
1.135205892,1.612678593,3.51802948,4.592472361,4.534818813,1.815241209,2.099491243,9.330448736,17.78,10006.22287
2.182077526,2.374997629,2.540146942,3.907273904,5.083456811,2.134362873,2.528040886,10.20413943,19.95,10006.22335
1.797756203,1.878473969,1.990262076,2.383704729,8.032111303,3.498658909,4.00110531,16.08812448,31.62,10006.22339
1.448065718,1.998016697,2.545892339,3.492593004,5.672604061,2.389659078,2.782448665,11.5352882,22.38,10006.22437
1.431226359,1.491188755,2.940761538,3.076296537,6.438127896,2.713735137,3.053786223,12.90435075,25.11000001,10006.2247
3.029773125,3.148470929,3.815074195,4.831723431,4.036292818,1.728280112,1.990398212,8.085028858,15.84,10006.22505
1.475189544,3.013486021,4.449431146,4.913142103,3.956451124,1.699930763,1.924678617,8.258939496,15.84,10006.22528
1.453883768,2.035495331,2.88084428,3.033082769,6.351187206,2.756384254,3.103521989,12.89890645,25.1099999,10006.22657
1.664282931,2.266778743,4.200385549,4.995074552,4.030362485,1.675567222,1.913640606,8.220429687,15.84,10006.22798
1.262324289,1.704476648,1.708037837,3.228047593,6.372797809,2.600320168,3.185787292,12.95109473,25.11,10006.23173
1.653324267,2.197420066,3.260265565,3.422575557,5.671330495,2.454749575,2.761496563,11.49242102,22.37999765,10006.23291
